building_id,meter,timestamp,meter_reading
779,0,2016-01-01 00:00:00,21.41910318
779,0,2016-01-01 01:00:00,20.779969320000003
779,0,2016-01-01 02:00:00,20.69286
779,0,2016-01-01 03:00:00,20.19866409
779,0,2016-01-01 04:00:00,19.95360318
779,0,2016-01-01 05:00:00,19.59698841
779,0,2016-01-01 06:00:00,19.77202773
779,0,2016-01-01 07:00:00,19.51395318
779,0,2016-01-01 08:00:00,18.633011820000004
779,0,2016-01-01 09:00:00,18.686766360000004
779,0,2016-01-01 10:00:00,18.72258318
779,0,2016-01-01 11:00:00,20.87930091
779,0,2016-01-01 12:00:00,21.948295230000003
779,0,2016-01-01 13:00:00,20.542235910000002
779,0,2016-01-01 14:00:00,22.876455
779,0,2016-01-01 15:00:00,24.381845910000003
779,0,2016-01-01 16:00:00,21.695086140000004
779,0,2016-01-01 17:00:00,21.469575000000003
779,0,2016-01-01 18:00:00,22.34969568
779,0,2016-01-01 19:00:00,23.89418613
779,0,2016-01-01 20:00:00,25.450048860000003
779,0,2016-01-01 21:00:00,25.881550680000004
779,0,2016-01-01 22:00:00,22.20314568
779,0,2016-01-01 23:00:00,23.807868180000003
779,0,2016-01-02 00:00:00,20.608183410000002
779,0,2016-01-02 01:00:00,20.3338125
779,0,2016-01-02 02:00:00,20.384284320000003
779,0,2016-01-02 03:00:00,19.96500477
779,0,2016-01-02 04:00:00,20.212498410000002
779,0,2016-01-02 05:00:00,19.789144770000004
779,0,2016-01-02 06:00:00,24.37044432
779,0,2016-01-02 07:00:00,25.465495230000005
779,0,2016-01-02 08:00:00,24.631801590000002
779,0,2016-01-02 09:00:00,24.509666820000003
779,0,2016-01-02 10:00:00,24.835330230000004
779,0,2016-01-02 11:00:00,26.781191820000004
779,0,2016-01-02 12:00:00,25.180543410000002
779,0,2016-01-02 13:00:00,25.116237270000003
779,0,2016-01-02 14:00:00,25.46877795
779,0,2016-01-02 15:00:00,29.031584310000003
779,0,2016-01-02 16:00:00,27.11828613
779,0,2016-01-02 17:00:00,26.88295614
779,0,2016-01-02 18:00:00,29.823804300000003
779,0,2016-01-02 19:00:00,27.175264770000002
779,0,2016-01-02 20:00:00,25.21310682
779,0,2016-01-02 21:00:00,24.70343523
779,0,2016-01-02 22:00:00,23.017318860000003
779,0,2016-01-02 23:00:00,21.781404090000002
779,0,2016-01-03 00:00:00,21.676386360000002
779,0,2016-01-03 01:00:00,21.780583410000002
779,0,2016-01-03 02:00:00,21.224514090000003
779,0,2016-01-03 03:00:00,21.008763180000003
779,0,2016-01-03 04:00:00,20.499091590000003
779,0,2016-01-03 05:00:00,19.473241590000004
