timestamp,actual_clean,actual_contaminated,forecast,abs_error,true_label,fault_type,score_residual_robust_z_mad,flag_residual_robust_z_mad,score_residual_adaptive_rolling,flag_residual_adaptive_rolling,score_lstm_autoencoder,flag_lstm_autoencoder,score_isolation_forest,flag_isolation_forest,score_local_outlier_factor,flag_local_outlier_factor,score_one_class_svm,flag_one_class_svm,score_consensus_ensemble,flag_consensus_ensemble
2016-11-07 02:00:00,27.10034833878168,27.10034833878168,27.62912031509529,0.5287719763136103,0,,0.35211078330493134,0,0.0954413829316682,0,0.07845623,0,0.5485810114324288,0,1.2902846,0,-28.260032607711103,0,0.38543247344461307,0
2016-11-07 03:00:00,27.073471056206973,27.073471056206973,23.620233941446845,3.453237114760128,0,,1.342267955930654,0,0.0954413829316682,0,0.09849879,0,0.5489338047780495,0,1.2924061,0,-28.38179280311248,0,0.5005058168942842,0
2016-11-07 04:00:00,22.88052925535301,22.88052925535301,23.72705438130245,0.8465251259494408,0,,0.3358617450533813,0,0.0954413829316682,0,0.10011651,0,0.554847365535937,0,1.2886739,0,-28.501500596053223,0,0.4142640364188164,0
2016-11-07 05:00:00,22.24221563699762,22.24221563699762,21.630861900017432,0.6113537369801882,0,,0.8442280731425897,0,0.0954413829316682,0,0.09417552,0,0.561607595326084,0,1.2864324,0,-28.43749286780405,0,0.5005058168942843,0
2016-11-07 06:00:00,26.19173840569234,26.19173840569234,26.901376914261615,0.7096385085692738,0,,0.221552233391981,0,0.0954413829316682,0,0.07026232,0,0.5586402875310778,0,1.2633368,0,-28.463683372695456,0,0.3768335862417805,0
2016-11-07 07:00:00,28.92899931108186,28.92899931108186,27.275310525225205,1.6536887858566551,0,,0.3220489526069467,0,0.0954413829316682,0,0.05546522,0,0.5539857926398171,0,1.2627685,0,-28.470029384929468,0,0.35508345978755695,0
2016-11-07 08:00:00,29.392947291798194,29.392947291798194,29.295208207654955,0.09773908414323884,0,,0.8771962056408134,0,0.0954413829316682,0,0.047743946,0,0.5533733398332832,0,1.2656714,0,-28.501832250753218,0,0.4127465857359636,0
2016-11-07 09:00:00,30.109576825176543,30.109576825176543,29.746524734301715,0.36305209087482737,0,,0.6065508362346974,0,0.0954413829316682,0,0.045825213,0,0.5576630851424371,0,1.26006,0,-28.56719635183236,0,0.3807536671724836,0
2016-11-07 10:00:00,31.27875275074884,31.27875275074884,30.482330802900492,0.7964219478483479,0,,0.3008047625245689,0,0.0954413829316682,0,0.044514567,0,0.5562598673415454,0,1.256154,0,-28.62195873380819,0,0.32802225594334855,0
2016-11-07 11:00:00,29.360413207427598,29.360413207427598,31.416897776150602,2.056484568723004,0,,0.778644078054179,0,0.0954413829316682,0,0.045270238,0,0.5545941157584204,0,1.2721633,0,-28.590348284933782,0,0.3936519979767325,0
2016-11-07 12:00:00,30.11778356666421,30.11778356666421,30.090475760786045,0.02730780587816639,0,,0.9429290236472859,0,0.0954413829316682,0,0.056409318,0,0.5549774989010403,0,1.2829453,0,-28.86738194470216,0,0.43854324734446126,0
2016-11-07 13:00:00,34.16578787564608,34.16578787564608,30.905295979601288,3.260491896044794,0,,1.7641463827983588,0,0.0954413829316682,0,0.054643765,0,0.5520549606610059,0,1.297645,0,-29.086210882420172,0,0.45042994436014167,0
2016-11-07 14:00:00,35.35196318501855,35.35196318501855,33.50495403084985,1.8470091541686955,0,,0.6224189883948579,0,0.0954413829316682,0,0.050147194,0,0.5521107882013487,0,1.2927924,0,-29.26149532071582,0,0.368361153262519,0
2016-11-07 15:00:00,40.22709563770856,40.22709563770856,34.244787693441054,5.982307944267504,0,,4.0508363577933295,1,0.0954413829316682,0,0.03330542,0,0.5500316501746544,0,1.2857877,0,-29.258081406015,0,0.4061709661102681,0
2016-11-07 16:00:00,35.081725240103616,35.081725240103616,37.41470119420633,2.3329759541027144,0,,0.827035395135225,0,0.0954413829316682,0,0.05452625,0,0.5518017973596357,0,1.2835565,0,-28.91757601041736,0,0.4076884167931209,0
2016-11-07 17:00:00,36.67912032970749,36.67912032970749,34.60672450166026,2.0723958280472274,0,,0.5372671345527404,0,0.0954413829316682,0,0.07625922,0,0.5488542767202537,0,1.2949786,0,-28.92072685176427,0,0.3896054628224583,0
